DepMap_ID	source	improve_sample_id	improve_chem_id	study	auc	ic50	ec50	ec50se	r2fit	einf	hs	aac1	auc1	dss1
ACH-000013	gCSI	ACH-000013	Drug_895	240662	0.8112	5.107	5.107	0.1939	0.9898	0.0	1.066	0.1402	0.8598	0.1054
ACH-000536	gCSI	ACH-000536	Drug_435	240801	0.8331	4.754	4.754	0.5131	0.9916	0.0	0.5611	0.1464	0.8536	0.0895
ACH-000311	gCSI	ACH-000311	Drug_435	240893	0.8683	4.777	5.08	0.1542	0.992	0.2805	1.183	0.0928	0.9072	0.061
ACH-000717	gCSI	ACH-000717	Drug_795	242863	0.6319	7.068	7.309	0.031	0.9964	0.3327	1.968	0.2291	0.7709	0.1983
ACH-000775	gCSI	ACH-000775	Drug_1214	242535	0.7681		8.729	0.0437	0.9912	0.7058	2.573	0.133	0.867	0.0883
ACH-000696	gCSI	ACH-000696	Drug_279	241475	0.5555	6.668	6.668	291.1	0.7607	0.0006	3.116	0.0032	0.9968	0.0
ACH-000456	gCSI	ACH-000456	Drug_1163	237173	0.8935	4.688	4.713	2367.0	0.6987	0.1039	4.0	0.0018	0.9982	0.0
ACH-000204	gCSI	ACH-000204	Drug_1163	237395	0.9539		6.275	0.175	0.9207	0.8783	4.0	0.0407	0.9593	0.0062
ACH-000535	gCSI	ACH-000535	Drug_883	239197	0.845		6.136	0.2363	0.9654	0.5662	0.8516	0.1348	0.8652	0.0822
ACH-000052	gCSI	ACH-000052	Drug_501	239584	0.8394		7.277	0.2531	0.7353	0.7061	2.182	0.1754	0.8246	0.1177
ACH-000449	gCSI	ACH-000449	Drug_279	241440	0.8743		12.0	0.0	-0.0	0.7487	0.0	0.1257	0.8743	0.0285
ACH-000880	gCSI	ACH-000880	Drug_865	239987	0.5739	8.224	8.606	0.0467	0.9873	0.445	2.51	0.3791	0.6209	0.3321
ACH-000565	gCSI	ACH-000565	Drug_501	239883	0.9137		0.0	227.9	0.1828	0.5311	0.0952	0.0859	0.9141	0.0024
ACH-000384	gCSI	ACH-000384	Drug_1005	238336	0.9017		6.451	0.0283	0.9957	0.7593	4.0	0.0285	0.9715	0.0134
ACH-000505	gCSI	ACH-000505	Drug_1214	242716	0.6383		8.985	0.0709	0.9815	0.5641	1.612	0.2263	0.7737	0.1754
ACH-000247	gCSI	ACH-000247	Drug_895	240658	0.7327	5.873	6.227	0.0504	0.9962	0.2806	1.011	0.29	0.71	0.2419
ACH-000019	gCSI	ACH-000019	Drug_795	243052	0.4974	7.47	7.517	0.0119	0.9991	0.1427	3.068	0.341	0.659	0.3219
ACH-000291	gCSI	ACH-000291	Drug_1127	241880	0.7217		7.594	0.0386	0.9945	0.5353	1.649	0.2521	0.7479	0.2013
ACH-000617	gCSI	ACH-000617	Drug_895	240666	0.9128		5.082	0.1344	0.9829	0.5176	1.743	0.0545	0.9455	0.0316
ACH-000775	gCSI	ACH-000775	Drug_201	243340	0.802	5.459	5.724	0.0433	0.9961	0.3109	1.594	0.1341	0.8659	0.1052
ACH-000582	gCSI	ACH-000582	Drug_1127	241646	0.4994	7.55	7.618	0.0234	0.9972	0.1698	2.651	0.4558	0.5442	0.4308
ACH-000966	gCSI	ACH-000966	Drug_435	240970	0.6539	6.672	6.745	0.105	0.9611	0.2433	4.0	0.4057	0.5943	0.3818
ACH-001075	gCSI	ACH-001075	Drug_1493	238890	0.4644	7.214	7.214	0.0604	0.9908	0.0	0.9977	0.6538	0.3462	0.6183
ACH-000855	gCSI	ACH-000855	Drug_865	240200	0.5089	8.119	8.293	0.0251	0.9966	0.3136	2.474	0.4124	0.5876	0.3769
ACH-000886	gCSI	ACH-000886	Drug_795	242913	0.5774	7.17	7.29	0.0175	0.9987	0.2294	2.22	0.2607	0.7393	0.2351
ACH-000776	gCSI	ACH-000776	Drug_201	243496	0.6575	6.052	6.052	0.1012	0.9906	0.0	1.007	0.2849	0.7151	0.2453
ACH-000996	gCSI	ACH-000996	Drug_1214	242556	0.6789		9.037	0.0686	0.9815	0.6172	1.801	0.2039	0.7961	0.152
ACH-000207	gCSI	ACH-000207	Drug_1087	242066	0.6064	6.688	8.079	0.1517	0.9387	0.4117	0.5415	0.4663	0.5337	0.407
ACH-000304	gCSI	ACH-000304	Drug_883	239568	0.8942	3.081	3.081	8.535	0.9102	0.0	0.2894	0.088	0.912	0.0211
ACH-000231	gCSI	ACH-000231	Drug_1163	237351	0.9312		0.0	563.1	0.0494	0.7021	0.0761	0.0689	0.9311	0.0
ACH-000330	gCSI	ACH-000330	Drug_1127	241666	0.4554	7.734	7.769	0.0121	0.9995	0.1329	3.858	0.5103	0.4897	0.4914
ACH-000348	gCSI	ACH-000348	Drug_1127	241909	0.421	7.734	7.769	0.0234	0.9975	0.0783	2.087	0.5425	0.4575	0.5182
ACH-000450	gCSI	ACH-000450	Drug_883	239429	0.9635	-2.44	0.0	207.6	0.1694	0.3305	0.1925	0.0331	0.9669	0.0
ACH-000470	gCSI	ACH-000470	Drug_883	239538	0.8329		6.457	0.0812	0.9762	0.5919	1.625	0.1559	0.8441	0.1131
ACH-000207	gCSI	ACH-000207	Drug_865	240046	0.4764	8.128	8.29	0.0317	0.9954	0.2677	2.047	0.4396	0.5604	0.4037
ACH-000366	gCSI	ACH-000366	Drug_1127	241935	0.5273	7.179	7.242	0.0268	0.9972	0.1252	1.979	0.3941	0.6059	0.368
ACH-000624	gCSI	ACH-000624	Drug_501	239715	0.9199		7.043	0.4343	0.5857	0.842	4.0	0.0846	0.9154	0.0312
ACH-000906	gCSI	ACH-000906	Drug_895	240458	0.667	6.107	6.134	0.0285	0.9958	0.0635	2.242	0.3521	0.6479	0.3315
ACH-000019	gCSI	ACH-000019	Drug_501	239821	0.6872	6.884	7.247	0.1835	0.8435	0.422	2.224	0.3403	0.6597	0.2975
ACH-000013	gCSI	ACH-000013	Drug_1105	238653	0.3942	8.291	8.416	0.0366	0.9954	0.1766	1.52	0.4086	0.5914	0.3736
ACH-000880	gCSI	ACH-000880	Drug_1493	238780	0.5817	6.568	6.588	0.057	0.9903	0.0303	1.348	0.4801	0.5199	0.4485
ACH-000936	gCSI	ACH-000936	Drug_865	240056	0.6694		8.181	0.0386	0.9929	0.5256	2.288	0.2712	0.7288	0.2243
ACH-000749	gCSI	ACH-000749	Drug_1493	238840	0.5816	6.517	6.519	0.0375	0.9963	0.0036	1.335	0.4755	0.5245	0.4448
ACH-000231	gCSI	ACH-000231	Drug_1214	242599	0.7311		9.015	0.12	0.9084	0.6783	3.156	0.1695	0.8305	0.1218
ACH-000775	gCSI	ACH-000775	Drug_279	241315	0.8966	0.2405	0.2405	114.6	0.6234	0.0	0.1473	0.0532	0.9468	0.0
ACH-000936	gCSI	ACH-000936	Drug_435	240860	0.755	5.695	6.274	0.1187	0.9829	0.3546	0.9259	0.2684	0.7316	0.2151
ACH-000017	gCSI	ACH-000017	Drug_1163	237484	1.0		2.643	961.8	0.0	0.8844	1.609	0.0	1.0	0.0
ACH-000624	gCSI	ACH-000624	Drug_1105	238505	0.3693	8.212	8.251	0.0182	0.9985	0.1098	2.765	0.4033	0.5967	0.3835
ACH-000366	gCSI	ACH-000366	Drug_895	240720	0.8599	4.293	4.293	4.048	0.8507	0.0	0.4386	0.1284	0.8716	0.0648
ACH-000855	gCSI	ACH-000855	Drug_988	237778	0.4368	7.379	7.379	0.0037	0.9999	0.0	4.0	0.3614	0.6386	0.3512
ACH-000880	gCSI	ACH-000880	Drug_795	242816	0.4885	7.313	7.358	0.0406	0.9939	0.0859	1.836	0.3255	0.6745	0.3003
ACH-000384	gCSI	ACH-000384	Drug_435	241153	0.8345	4.845	4.845	0.6016	0.982	0.0	0.685	0.1349	0.8651	0.0861
ACH-000855	gCSI	ACH-000855	Drug_1493	238993	0.487	7.114	7.129	0.0608	0.9921	0.0162	0.9149	0.6209	0.3791	0.5816
ACH-000680	gCSI	ACH-000680	Drug_1163	237526	0.9131	4.622	4.7	5129.0	0.3256	0.2545	4.0	0.0013	0.9987	0.0
ACH-000449	gCSI	ACH-000449	Drug_1214	242661	0.4943	8.934	9.145	0.0536	0.9867	0.4102	3.531	0.3308	0.6692	0.2957
ACH-000849	gCSI	ACH-000849	Drug_501	239828	0.8787		6.945	0.2573	0.6173	0.7529	4.0	0.1259	0.8741	0.078
ACH-000473	gCSI	ACH-000473	Drug_883	239493	0.8824	3.418	3.418	10.38	0.8352	0.0	0.3071	0.0967	0.9033	0.0286
ACH-000855	gCSI	ACH-000855	Drug_795	243029	0.5269	7.212	7.253	0.0066	0.9998	0.1274	3.129	0.2866	0.7134	0.2694
ACH-000633	gCSI	ACH-000633	Drug_1163	237241	1.0		2.607	2435000.0	-0.125	0.8853	1.578	0.0	1.0	0.0
ACH-000148	gCSI	ACH-000148	Drug_1005	238131	0.8528	5.346	5.574	174.5	0.9998	0.439	4.0	0.0003	0.9997	0.0
ACH-000595	gCSI	ACH-000595	Drug_1005	238199	0.8741	3.12	3.12	54.42	0.3627	0.0	0.2581	0.0651	0.9349	0.0059
ACH-000430	gCSI	ACH-000430	Drug_435	241164	0.8689	5.047	5.158	0.0269	0.9939	0.3207	4.0	0.082	0.918	0.0688
ACH-000019	gCSI	ACH-000019	Drug_895	240622	0.8199	5.112	5.685	0.1125	0.9908	0.3625	0.9794	0.1722	0.8278	0.127
ACH-000148	gCSI	ACH-000148	Drug_1127	241759	0.3749	8.071	8.133	0.0292	0.9966	0.0924	1.425	0.6195	0.3805	0.5859
ACH-001306	gCSI	ACH-001306	Drug_1005	237956	0.9319		9.8	0.2087	0.2132	0.9293	4.0	0.0691	0.9309	0.0
ACH-000875	gCSI	ACH-000875	Drug_1087	242115	0.6004	6.986	7.741	0.0843	0.9794	0.3568	0.7194	0.4884	0.5116	0.4316
ACH-000864	gCSI	ACH-000864	Drug_1214	242462	0.6877		8.246	0.1171	0.9832	0.5582	1.055	0.1462	0.8538	0.098
ACH-000687	gCSI	ACH-000687	Drug_1214	242454	0.5261	8.446	9.035	0.0435	0.994	0.4341	1.495	0.301	0.699	0.2532
ACH-000042	gCSI	ACH-000042	Drug_1163	237450	0.9118	2.695	3.907	9.866	0.729	0.3183	0.3629	0.0686	0.9314	0.0129
ACH-000247	gCSI	ACH-000247	Drug_435	241063	0.9784		0.0	3436.0	0.007	0.936	0.0421	0.0221	0.9779	0.0
ACH-000478	gCSI	ACH-000478	Drug_1163	237505	0.9384		0.0	608.2	0.0529	0.7467	0.0717	0.0618	0.9382	0.0
ACH-000643	gCSI	ACH-000643	Drug_279	241332	0.6231	6.282	6.288	15.26	0.9622	0.0115	1.618	0.0047	0.9953	0.0
ACH-000435	gCSI	ACH-000435	Drug_1105	238444	0.5629	6.954	7.093	0.1254	0.9919	0.152	1.131	0.1441	0.8559	0.1092
ACH-000447	gCSI	ACH-000447	Drug_795	242919	0.6361	6.885	7.0	0.0089	0.9993	0.2723	2.969	0.1908	0.8092	0.1705
ACH-000633	gCSI	ACH-000633	Drug_883	239260	0.9698		6.192	0.1794	0.8817	0.9173	4.0	0.0258	0.9742	0.0
ACH-000207	gCSI	ACH-000207	Drug_1127	241657	0.4365	7.93	7.996	0.0267	0.9955	0.1539	2.422	0.5483	0.4517	0.5212
ACH-000348	gCSI	ACH-000348	Drug_1105	238685	0.3715	8.098	8.139	0.0472	0.99	0.0888	2.09	0.386	0.614	0.3627
ACH-000329	gCSI	ACH-000329	Drug_435	240824	0.9556		5.152	0.059	0.9788	0.7687	4.0	0.0275	0.9725	0.0124
ACH-000881	gCSI	ACH-000881	Drug_1087	242256	0.3803	8.082	8.267	0.0547	0.9877	0.1177	0.628	0.7412	0.2588	0.7124
ACH-000775	gCSI	ACH-000775	Drug_1087	242130	0.349	8.649	8.993	0.0546	0.9935	0.1934	0.6167	0.7458	0.2542	0.7176
ACH-000231	gCSI	ACH-000231	Drug_883	239370	0.8683	2.569	2.569	30.06	0.5582	0.0	0.2086	0.1213	0.8787	0.0379
ACH-000212	gCSI	ACH-000212	Drug_201	243241	0.6996	5.793	5.793	0.1656	0.9869	0.0	0.9473	0.2274	0.7726	0.1863
ACH-000042	gCSI	ACH-000042	Drug_1127	241887	0.6009	7.459	7.904	0.0574	0.9881	0.3866	1.448	0.3823	0.6177	0.3321
ACH-000223	gCSI	ACH-000223	Drug_1105	238506	0.8526		8.014	0.0239	0.998	0.7797	1.666	0.0862	0.9138	0.0408
ACH-000687	gCSI	ACH-000687	Drug_279	241234	0.5411	6.753	6.753	2.856	0.9988	0.0	2.493	0.0099	0.9901	0.0017
ACH-001306	gCSI	ACH-001306	Drug_1105	238365	0.4889	7.563	7.76	0.1203	0.9819	0.1839	1.011	0.2695	0.7305	0.2257
ACH-000450	gCSI	ACH-000450	Drug_435	241038	0.7855	5.287	5.287	0.0248	0.9956	0.0	3.712	0.1543	0.8457	0.1432
ACH-000277	gCSI	ACH-000277	Drug_1214	242540	0.9695		9.15	0.2466	0.809	0.9644	4.0	0.02	0.98	0.0
ACH-000599	gCSI	ACH-000599	Drug_1105	238667	0.4368	8.347	8.624	0.0978	0.9772	0.2679	1.204	0.4028	0.5972	0.3564
ACH-000599	gCSI	ACH-000599	Drug_895	240676	0.7434	5.601	5.79	0.2219	0.9766	0.1485	0.812	0.2572	0.7428	0.2069
ACH-000906	gCSI	ACH-000906	Drug_1214	242485	0.7809		8.817	0.1308	0.9499	0.7271	4.0	0.1297	0.8703	0.0856
ACH-000838	gCSI	ACH-000838	Drug_1214	242416	0.7337		8.423	0.0302	0.9934	0.6388	2.727	0.1344	0.8656	0.0981
ACH-000856	gCSI	ACH-000856	Drug_1105	238403	0.3693	8.134	8.198	0.0173	0.9991	0.0984	1.497	0.3961	0.6039	0.3648
ACH-000019	gCSI	ACH-000019	Drug_1087	242246	0.859	-2.773	0.0	62.76	0.7332	0.2287	0.0958	0.1479	0.8521	0.0532
ACH-000859	gCSI	ACH-000859	Drug_1163	237296	0.9658	-1.745	0.0	207.6	0.1563	0.2793	0.2035	0.0305	0.9695	0.0
ACH-000256	gCSI	ACH-000256	Drug_895	240441	0.8943		5.258	0.1551	0.9925	0.5063	0.9717	0.0869	0.9131	0.0479
ACH-000657	gCSI	ACH-000657	Drug_279	241186	0.9252		7.892	0.5364	0.4149	0.8847	4.0	0.0269	0.9731	0.0025
ACH-000270	gCSI	ACH-000270	Drug_435	240949	0.779	5.293	5.293	0.3832	0.9564	0.0	0.8971	0.1882	0.8118	0.1462
ACH-000996	gCSI	ACH-000996	Drug_1105	238519	0.5273	7.942	8.153	0.0122	0.9994	0.317	2.071	0.2918	0.7082	0.2594
ACH-000565	gCSI	ACH-000565	Drug_1005	238272	0.9922		4.013	217300.0	-0.125	0.6695	2.247	0.0	1.0	0.0
ACH-000776	gCSI	ACH-000776	Drug_865	240264	0.5547	7.839	7.963	0.0383	0.9894	0.3258	3.696	0.3469	0.6531	0.3186
ACH-000409	gCSI	ACH-000409	Drug_201	243502	0.8457	5.247	5.42	0.0315	0.9972	0.3478	2.99	0.0731	0.9269	0.0571
ACH-000356	gCSI	ACH-000356	Drug_201	243474	0.8142	5.455	5.808	0.0446	0.9941	0.3834	1.791	0.1319	0.8681	0.1037
ACH-000555	gCSI	ACH-000555	Drug_501	239582	0.8557		6.883	0.2292	0.7036	0.6996	4.0	0.1482	0.8518	0.1038
ACH-000223	gCSI	ACH-000223	Drug_1214	242543	0.7633		8.634	0.3647	0.9257	0.6885	0.6667	0.1354	0.8646	0.068
ACH-000687	gCSI	ACH-000687	Drug_1105	238417	0.3623	8.117	8.139	0.0013	1.0	0.0756	3.276	0.3916	0.6084	0.3758
ACH-000677	gCSI	ACH-000677	Drug_1005	238329	0.7338	5.474	5.474	4.311	0.8027	0.0	0.528	0.0902	0.9098	0.0389
ACH-000366	gCSI	ACH-000366	Drug_795	243150	0.5245	7.055	7.071	0.0295	0.9963	0.0711	4.0	0.2608	0.7392	0.2486
ACH-000674	gCSI	ACH-000674	Drug_895	240653	0.738	5.655	5.779	0.0765	0.9953	0.1204	0.9648	0.2577	0.7423	0.2143
ACH-000456	gCSI	ACH-000456	Drug_279	241200	0.6193	6.605	6.639	9419.0	0.2891	0.1345	4.0	0.0009	0.9991	0.0
ACH-000202	gCSI	ACH-000202	Drug_865	240030	0.5854	7.625	7.986	0.0979	0.9651	0.3759	1.678	0.3249	0.6751	0.2824
ACH-000881	gCSI	ACH-000881	Drug_883	239430	0.922		6.634	1.05	0.826	0.8243	0.456	0.0783	0.9217	0.0108
ACH-000749	gCSI	ACH-000749	Drug_1214	242474	0.9335		7.671	0.0177	0.9986	0.8914	3.972	0.0191	0.9809	0.0007
ACH-000297	gCSI	ACH-000297	Drug_1127	241723	0.5999	6.994	7.207	0.0273	0.9979	0.2515	1.419	0.3306	0.6694	0.2921
ACH-000348	gCSI	ACH-000348	Drug_501	239892	0.9058		6.987	0.544	0.4282	0.8108	4.0	0.0985	0.9015	0.0474
ACH-000624	gCSI	ACH-000624	Drug_988	237693	0.5549	6.699	6.703	0.0142	0.9989	0.0121	2.872	0.1825	0.8175	0.168
ACH-000277	gCSI	ACH-000277	Drug_1005	238098	0.9922		4.015	460.3	0.0	0.6693	2.251	0.0	1.0	0.0
ACH-000984	gCSI	ACH-000984	Drug_501	239732	0.9185		7.276	0.3645	0.5361	0.8507	1.951	0.089	0.911	0.0265
ACH-000551	gCSI	ACH-000551	Drug_1005	238157	0.6195	6.283	6.283	0.1987	0.9851	0.0	1.861	0.0902	0.9098	0.0698
ACH-000114	gCSI	ACH-000114	Drug_795	243163	0.4816	7.61	7.658	0.0119	0.9994	0.1497	3.211	0.3696	0.6304	0.3502
ACH-000435	gCSI	ACH-000435	Drug_1005	238037	0.7595	5.441	5.441	22.34	0.6818	0.0	1.569	0.0091	0.9909	0.0001
ACH-000856	gCSI	ACH-000856	Drug_865	240013	0.3429	8.418	8.446	0.047	0.9853	0.1132	3.958	0.5685	0.4315	0.5504
ACH-000277	gCSI	ACH-000277	Drug_895	240513	0.9431	4.367	4.418	1075.0	0.923	0.1877	4.0	0.0017	0.9983	0.0
ACH-000599	gCSI	ACH-000599	Drug_201	243509	0.6839	5.897	5.897	0.0451	0.99	0.0	2.316	0.2354	0.7646	0.2177
ACH-000946	gCSI	ACH-000946	Drug_795	242959	0.5119	6.973	6.976	0.0004	1.0	0.016	3.902	0.2518	0.7482	0.2409
ACH-000965	gCSI	ACH-000965	Drug_1105	238682	0.4725	7.606	7.639	0.0263	0.9973	0.1303	4.0	0.2545	0.7455	0.2404
ACH-000551	gCSI	ACH-000551	Drug_895	240571	0.7463	5.63	5.798	0.0684	0.9959	0.1571	0.9734	0.2506	0.7494	0.2068
ACH-000936	gCSI	ACH-000936	Drug_1214	242483	0.5796		9.349	0.1146	0.98	0.5136	0.7495	0.2945	0.7055	0.2235
ACH-000048	gCSI	ACH-000048	Drug_201	243590	0.6855	5.887	5.887	0.0321	0.9954	0.0	2.183	0.2331	0.7669	0.2144
ACH-000643	gCSI	ACH-000643	Drug_895	240525	0.8863	3.2	5.247	0.5506	0.9595	0.483	0.7175	0.1017	0.8983	0.0527
ACH-000998	gCSI	ACH-000998	Drug_1105	238433	0.8045		7.155	0.0207	0.9979	0.6282	4.0	0.0616	0.9384	0.0432
ACH-000880	gCSI	ACH-000880	Drug_1105	238377	0.4832	7.784	7.96	0.0605	0.9908	0.2169	1.407	0.2956	0.7044	0.2597
ACH-000755	gCSI	ACH-000755	Drug_1127	241731	0.7283		7.285	0.0476	0.9893	0.5037	2.272	0.2291	0.7709	0.1894
ACH-000657	gCSI	ACH-000657	Drug_1163	237159	0.9903		6.3	0.6625	0.4649	0.9746	4.0	0.0087	0.9913	0.0
ACH-000470	gCSI	ACH-000470	Drug_865	240339	0.9682		8.687	0.7645	0.2785	0.9593	4.0	0.0286	0.9714	0.0
ACH-000212	gCSI	ACH-000212	Drug_1163	237189	0.9376	-11.29	0.0	241.2	0.1077	0.4827	0.1293	0.0608	0.9392	0.0
ACH-000667	gCSI	ACH-000667	Drug_1163	237299	0.7863	4.663	5.816	1.304	0.8983	0.3425	0.4354	0.1951	0.8049	0.1208
ACH-000248	gCSI	ACH-000248	Drug_201	243224	0.6785	6.01	6.029	0.0312	0.9938	0.0493	2.428	0.2565	0.7435	0.2384
ACH-000383	gCSI	ACH-000383	Drug_883	239458	0.8932	4.026	4.026	4.718	0.9101	0.0	0.4788	0.0687	0.9313	0.0201
ACH-000219	gCSI	ACH-000219	Drug_1214	242407	0.7359		8.662	0.0518	0.9909	0.66	1.636	0.1478	0.8522	0.1001
ACH-000719	gCSI	ACH-000719	Drug_988	237871	0.6432	6.929	7.151	0.0366	0.9943	0.3206	2.001	0.2052	0.7948	0.1765
ACH-000383	gCSI	ACH-000383	Drug_1163	237439	0.9906		6.708	0.6815	0.414	0.9792	4.0	0.0093	0.9907	0.0
ACH-000207	gCSI	ACH-000207	Drug_895	240446	0.7346	5.712	5.781	0.0556	0.9924	0.1063	1.501	0.255	0.745	0.2255
ACH-000621	gCSI	ACH-000621	Drug_1087	242248	0.8205		6.206	0.545	0.9719	0.5367	0.3738	0.1989	0.8011	0.1155
ACH-000478	gCSI	ACH-000478	Drug_1005	238314	0.9965		4.568	0.0	-0.0	0.993	0.0	0.0035	0.9965	0.0
ACH-001307	gCSI	ACH-001307	Drug_435	240778	0.9075		5.205	0.029	0.9842	0.5392	4.0	0.0612	0.9388	0.0457
ACH-000877	gCSI	ACH-000877	Drug_865	240051	0.2922	8.423	8.44	0.0164	0.9983	0.0435	2.284	0.6117	0.3883	0.5909
ACH-000013	gCSI	ACH-000013	Drug_435	241067	0.806	5.052	5.052	0.3757	0.9887	0.0	0.6795	0.1679	0.8321	0.1166
ACH-000052	gCSI	ACH-000052	Drug_279	241191	0.691	6.564	6.666	16960.0	-0.5933	0.3047	4.0	0.0009	0.9991	0.0
ACH-000473	gCSI	ACH-000473	Drug_279	241503	0.777	4.333	4.333	27.96	0.6038	0.0	0.2433	0.0824	0.9176	0.0139
ACH-000450	gCSI	ACH-000450	Drug_1214	242659	0.5101	8.368	9.418	0.0579	0.9929	0.4449	0.9116	0.348	0.652	0.284
ACH-000861	gCSI	ACH-000861	Drug_201	243372	0.6834	5.885	5.885	0.1875	0.9872	0.0	0.8179	0.2554	0.7446	0.2084
ACH-000409	gCSI	ACH-000409	Drug_883	239466	0.9586	0.657	0.657	42.18	0.8105	0.0	0.2424	0.0349	0.9651	0.0
ACH-000972	gCSI	ACH-000972	Drug_795	242955	0.4715	7.187	7.19	0.0235	0.9983	0.0058	1.658	0.3107	0.6893	0.2858
ACH-000984	gCSI	ACH-000984	Drug_1087	242155	0.9372	4.037	4.037	5.949	0.8129	0.0	0.8408	0.0331	0.9669	0.0072
ACH-000219	gCSI	ACH-000219	Drug_435	240782	0.8485	4.906	4.906	0.2885	0.9885	0.0	2.03	0.0723	0.9277	0.054
ACH-000624	gCSI	ACH-000624	Drug_1087	242137	0.5565	7.44	8.816	0.1883	0.8996	0.4349	0.6434	0.5159	0.4841	0.4621
ACH-000696	gCSI	ACH-000696	Drug_1127	241883	0.4075	7.776	7.798	0.017	0.9984	0.0638	2.763	0.558	0.442	0.5392
ACH-000414	gCSI	ACH-000414	Drug_1493	238875	0.601	6.459	6.492	0.0772	0.9885	0.0397	1.076	0.4518	0.5482	0.4128
ACH-000696	gCSI	ACH-000696	Drug_883	239465	0.9397		6.482	0.1355	0.8891	0.8543	4.0	0.0566	0.9434	0.0168
ACH-000838	gCSI	ACH-000838	Drug_895	240389	0.6935	5.909	5.931	0.005	0.9999	0.0479	2.003	0.3076	0.6924	0.2857
ACH-000805	gCSI	ACH-000805	Drug_895	240433	0.7749	5.745	5.888	0.0189	0.9983	0.2849	2.559	0.223	0.777	0.1988
ACH-000423	gCSI	ACH-000423	Drug_1214	242743	0.7422		8.476	0.1505	0.9632	0.6537	1.071	0.1345	0.8655	0.0821
ACH-000551	gCSI	ACH-000551	Drug_1127	241785	0.4372	7.751	7.796	0.0143	0.999	0.1105	2.41	0.5298	0.4702	0.5061
ACH-001307	gCSI	ACH-001307	Drug_1127	241585	0.5104	7.534	7.676	0.0383	0.9946	0.2008	1.579	0.4507	0.5493	0.4142
ACH-000535	gCSI	ACH-000535	Drug_435	240804	0.8208	5.181	5.597	0.1069	0.989	0.3295	1.122	0.1642	0.8358	0.1245
ACH-000856	gCSI	ACH-000856	Drug_1005	237995	0.6739	5.957	5.957	2.382	0.9536	0.0	2.018	0.0337	0.9663	0.0183
ACH-000205	gCSI	ACH-000205	Drug_1493	239074	0.6978	6.276	6.565	0.1	0.9712	0.2932	1.325	0.3457	0.6543	0.3024
ACH-000231	gCSI	ACH-000231	Drug_895	240572	0.8968	4.399	4.399	5.04	0.5903	0.0	0.7838	0.0665	0.9335	0.0303
ACH-000414	gCSI	ACH-000414	Drug_988	237660	0.5638	7.083	7.149	0.0176	0.9984	0.1689	2.72	0.2503	0.7497	0.2305
ACH-000849	gCSI	ACH-000849	Drug_865	240230	0.3591	8.12	8.153	0.0175	0.9986	0.0742	2.102	0.5225	0.4775	0.4988
ACH-000374	gCSI	ACH-000374	Drug_1127	241724	0.5315	7.632	7.83	0.0548	0.9881	0.266	1.665	0.4436	0.5564	0.4037
ACH-000811	gCSI	ACH-000811	Drug_1493	239117	0.7052	6.327	6.517	0.0486	0.9898	0.2974	2.059	0.3348	0.6652	0.3014
ACH-000958	gCSI	ACH-000958	Drug_1127	241960	0.4518	7.946	7.994	0.023	0.9976	0.1764	3.986	0.5333	0.4667	0.5109
ACH-000915	gCSI	ACH-000915	Drug_988	237744	0.3849	7.701	7.702	0.0079	0.9997	0.0029	3.359	0.4447	0.5553	0.4323
ACH-000633	gCSI	ACH-000633	Drug_1127	241674	0.7653		7.987	0.0795	0.9712	0.6469	4.0	0.228	0.772	0.175
ACH-000329	gCSI	ACH-000329	Drug_1214	242448	0.666		8.55	0.4384	0.9482	0.5461	0.5154	0.1922	0.8078	0.1172
ACH-000450	gCSI	ACH-000450	Drug_279	241438	0.9125		0.0	0.0	-0.0	0.825	0.0	0.0875	0.9125	0.0
ACH-000595	gCSI	ACH-000595	Drug_795	243042	0.5436	7.529	7.703	0.0365	0.995	0.2604	1.836	0.3301	0.6699	0.297
ACH-000936	gCSI	ACH-000936	Drug_895	240456	0.8207	5.047	5.047	0.1582	0.9944	0.0	1.078	0.1283	0.8717	0.0943
ACH-000796	gCSI	ACH-000796	Drug_1087	242245	0.416	7.55	7.569	0.1266	0.9671	0.0137	0.6321	0.7045	0.2955	0.6717
ACH-000017	gCSI	ACH-000017	Drug_1005	238293	0.9908		2.613	0.0	-0.0	0.9815	0.0	0.0092	0.9908	0.0
ACH-000222	gCSI	ACH-000222	Drug_895	240391	0.8716	4.63	4.63	0.7058	0.9829	0.0	0.8199	0.0873	0.9127	0.049
ACH-000024	gCSI	ACH-000024	Drug_435	241069	0.9121	4.519	4.519	3.173	0.9968	0.0	2.498	0.0139	0.9861	0.0042
ACH-000270	gCSI	ACH-000270	Drug_1127	241756	0.6208	7.262	7.445	0.0289	0.9942	0.3396	2.691	0.3327	0.6673	0.3005
ACH-000273	gCSI	ACH-000273	Drug_865	240304	0.3102	8.341	8.37	0.0128	0.9993	0.0528	1.693	0.5881	0.4119	0.5608
ACH-000048	gCSI	ACH-000048	Drug_279	241564	0.9564		4.772	0.0	-0.0	0.9128	0.0	0.0436	0.9564	0.0
ACH-000042	gCSI	ACH-000042	Drug_1493	239066	0.7126	6.014	6.127	0.0801	0.9747	0.1892	1.827	0.3035	0.6965	0.2747
ACH-000205	gCSI	ACH-000205	Drug_1163	237458	0.8716		6.054	4.329	0.6072	0.6612	0.3021	0.1262	0.8738	0.0429
